PreyIndividuals_ID,stm_preyID,Length_mm,Length_Code,Weight_g,Comment
3494,4451,24,TL,0.89,25mm width
3495,4451,23,TL,0.53,23 mm width
3496,4452,125,TL,3.51,"45 mm wide, black"
3497,4453,140,TL,0.27,
3498,4453,115,TL,0.19,
3499,4453,40,TL,0.11,
3500,4454,68,TL,0.3,
3501,4454,37,TL,0.09,
3502,4454,54,TL,0.32,
3503,4455,85,ML,0.47,
3504,4456,24.9,TL,0.72,
3505,4456,22.8,TL,0.45,
3506,4456,10.4,TL,0.23,
3507,4457,58,TL,0.35,
3508,4458,23.8,TL,0.48,
3509,4458,40.5,TL,1.36,
3510,4459,34.3,TL,0.67,
3511,4460,17.9,TL,0.55,
3513,4462,45.7,TL,1.74,29.1 mm W very fresh
3514,4463,40.5,TL,0.52,"37.4 mm W, thin"
3515,4464,50.9,TL,0.54,"12.5 mm W, thin"
3516,4465,29.1,TL,0.33,"25.9 mm W, thin"
3517,4467,89,TL,7.19,"40.6 mm W, thick green twine ball"
3518,4469,47.8,SL,0.61,
3519,4470,20.7,SL,0.39,
3520,4470,21.8,SL,0.46,
3521,4470,32.2,SL,1.59,
3522,4471,24.9,SL,0.36,
3523,4472,15.5,TL,0.42,
3524,4473,13.5,TL,0.17,
3525,4474,28.1,SL,0.35,
3526,4474,36.4,SL,0.67,
3527,4475,17.7,ML,0.56,tiny
3528,4476,22.9,ML,4.15,
3529,7309,11.4,ML,1,
3530,7308,12.5,ML,0.58,
3531,4477,58.3,SL,0.44,
3532,4478,48,TL,0.87,"20.8 mm W, hard white"
3533,4482,63.5,TL,1.61,"5.2 mm W, black twine"
3534,4483,22.8,TL,0.51,
3535,4484,23.8,TL,0.32,
3536,4485,26,TL,0.58,
3537,4486,8.9,URL,0.2,
3538,7310,11,LRL,0.63,
3539,7310,7.6,LRL,0.36,
3540,7310,7.6,LRL,0.2,
3541,4487,1.1,HL,0.01,
3542,4488,78,TL,0.46,
3543,4489,190,SL,10.02,
3544,4490,56,ML,13.68,
3545,4491,75.9,SL,10.67,
3546,4491,66.6,SL,8.71,
3547,4493,26.1,TL,0.27,
3548,4494,2.1,URL,0.13,
3549,4495,20.7,TL,0.19,
3550,4495,17.7,TL,0.15,
3551,4495,20.8,TL,0.24,
3552,4496,13.5,TL,0.24,
3553,4497,18.7,TL,0.61,
3554,4498,14.5,TL,0.31,
3555,4498,23.9,TL,0.8,
3556,4499,17.6,TL,0.15,
3557,4500,117,TL,0.5,
3558,4500,70,TL,0.3,
3559,4501,29.1,TL,0.82,
3560,4502,21.8,TL,0.52,
3561,4503,39.4,TL,0.9,
3562,4504,116.5,TL,0.24,
3563,4504,54,TL,0.1,
3564,4505,31.5,SL,1.85,
3565,4506,34.3,TL,0.66,
3566,4506,31.2,TL,0.4,
3567,4506,37.5,TL,0.79,
3568,4507,27.1,TL,1.1,
3569,4507,29.1,TL,0.83,
3570,4507,30.1,TL,1.12,
3571,4508,25.9,TL,2.52,
3572,4509,118,AP,0.35,
3573,4509,122,AP,0.35,
3574,4509,203,AP,0.6,
3575,4510,26,TL,0.44,"10.4mm W, hard turquoise"
3576,4511,55.1,TL,0.02,"""arrow worm"""
3577,4512,19.6,TL,0.15,
3578,4513,34.3,TL,0.34,"no tail, light fish?"
3579,4514,125,SL,9,
3580,4515,26,TL,0.24,
3581,4516,64,ML,30.68,
3582,4517,46.8,SL,15.87,
3583,4517,13.5,SL,0.81,
3584,4518,42.6,ML,0.41,id uncertain
3585,4519,18.7,TL,0.42,
3586,4520,15.6,TL,0.36,
3587,4520,22.8,TL,0.79,
3588,4520,21.8,TL,0.52,
3589,4521,19.7,TL,0.22,
3591,4523,37,ML,13.04,measured by RY
3592,4524,60,ML,2.85,
3601,4541,10.5,TL,0.21,
3602,4542,9.3,TL,0.25,
3603,4543,44,TL,0.2,
3604,4544,23,TL,0.55,
3605,4544,13,TL,0.25,
3606,4544,10,TL,0.07,
3607,4545,14,TL,0.35,
3608,4546,17,TL,0.35,
3609,4546,21,TL,0.64,
3610,4547,19,TL,0.36,possibly Taractes rubescens (j)
3611,4548,27,ML,2.34,
3612,4549,59,ML,3.95,mantle only
3613,4550,115,ML,4.6,
3614,4551,199,SL,4.81,possibly Nealotus tripes
3615,4551,198,SL,4.72,possibly Nealotus tripes
3616,4552,71,SL,0.92,
3617,4553,63,SL,5.29,
3618,4553,88,SL,20.7,
3621,4556,19.72,TL,0.6,
3622,4557,23.89,TL,0.33,
3623,4557,21.8,TL,0.19,
3624,4557,39.5,TL,0.94,
3625,4558,95.71,SL,8.09,S. michael sausai?
3626,4558,34.32,SL,0.27,S. michael sausai?
3627,4559,40.55,TL,2.41,23.89mm W; black twine
3628,4560,32.22,TL,1.15,31.17mm W; black brittle plastic
3629,4562,24.91,TL,1.29,
3630,4563,35.33,TL,0.31,
3631,4563,37.41,TL,0.41,
3632,4563,48.87,TL,0.87,
3633,4564,21.8,TL,0.83,
3634,4564,19.7,TL,0.56,
3635,4564,12.4,TL,0.31,
3636,4565,84.27,TL,0.13,"""arrow worm"""
3637,4581,9.32,TL,0.09,
3638,4582,88,TL,1.33,
3639,4583,101,SL,2.88,
3640,4584,41,SL,8.35,
3641,4584,24,SL,0.57,
3642,4585,31,ML,2.16,
3643,4586,136,TL,0.28,
3644,4586,91,TL,0.2,
3645,4586,179,TL,0.4,
3646,4587,20.7,TL,0.5,
3647,4588,126,TL,0.5,
3648,4589,181,SL,20.3,
3649,4590,11.4,ML,0.3,
3650,4591,145,SL,5.7,
3651,4592,42.6,SL,0.9,
3652,4593,41.6,TL,0.59,
3653,4593,34.3,TL,0.66,
3654,4593,34.2,TL,0.3,
3661,4601,48.8,TL,0.38,20.8mm W; thin white plastic
3662,4602,55.1,ML,4.59,
3663,4603,6.2,LRL,0.29,
3664,4603,9.3,LRL,0.46,
3681,4604,32.2,TL,5.7,26mm W; bottle top blue
3682,4605,90,TL,2.2,3.1mm W; black twine
3683,4606,82,TL,0.52,
3684,4607,24.9,ML,2.57,squid
3685,4608,36.4,SL,3.44,
3686,4609,26,TL,0.24,
3687,4610,76.9,TL,0.24,
3688,4611,26,TL,0.68,
3689,4612,8.3,HL,0.33,pair
3690,4613,6.2,LRL,0.21,
3691,4614,51.9,SL,7.05,
3692,4616,75.5,TL,0.41,0.1 mm W; black twine
3693,4617,39.4,TL,0.62,
3694,4617,40.5,TL,0.98,
3695,4618,22.8,TL,0.63,
3696,4618,24.9,TL,0.61,
3697,4618,20.7,TL,0.58,
3698,4619,44.7,TL,0.81,
3699,4620,25.9,ML,2.1,
3700,4621,27,TL,1.46,
3701,4621,25,TL,0.73,
3702,4622,42,TL,1.45,
3703,4622,22,TL,1.06,
3704,4622,37,TL,0.69,
3705,4624,25,TL,0.15,
3706,4625,73,ML,16.94,
3707,4626,7.6,URL,0.32,
3708,4627,210,TL,0.48,
3709,4627,110,TL,0.32,
3710,4627,60,TL,0.2,
3711,4629,72,TL,1.22,
3712,4630,30.1,ML,0.75,
3713,4631,58.2,SL,1.52,
3714,4632,40.5,ML,0.27,
3715,4633,29.1,TL,6.81,79.0 mm W; hard white plastic
3716,4634,60.3,TL,7.46,70.9 mm W; thin white plastic
3721,4641,66,SL,16.37,
3722,4641,72,SL,16.33,
3723,4641,61,SL,10.39,
3724,4642,92,TL,0.04,
3725,4642,121,TL,0.11,
3726,4642,113,TL,0.23,
3727,4646,26,TL,0.41,
3728,4646,23,TL,0.41,
3729,4647,22,TL,0.4,
3730,4650,78.2,SL,2.36,
3731,4650,55.1,SL,0.65,
3732,4645,7.2,CL,0.22,
3733,4645,9.3,CL,0.19,
3734,4643,38,TL,0.89,
3735,4648,20.7,TL,0.15,
3736,4649,33.2,TL,0.48,
3737,4651,47.8,TL,0.54,
3741,4661,405,SL,138.36,
3742,4662,185,TL,0.32,
3743,4662,134,TL,0.21,
3744,4663,24,TL,0.28,
3745,4664,7,CL,0.17,
3746,4665,13.4,ML,0.7,
3747,4666,21.8,ML,0.69,
3748,4667,44.7,ML,7.75,
3749,4668,308,SL,126.5,
3750,4669,19.7,TL,0.43,
3751,4670,12.4,TL,0.28,
3752,4671,27.1,TL,0.75,
3753,4671,22.9,TL,0.43,
3754,4671,19.7,TL,0.39,
3755,4672,161,TL,0.36,
3756,4672,125,TL,0.26,
3757,4672,86,TL,0.27,
3758,4673,23.9,TL,0.33,
3759,4674,50,ML,8.65,
3760,4675,65,ML,19.72,
3761,4676,66,ML,10.07,
3762,4677,140,SL,110.45,puffer fish?
3763,4678,34,SL,0.64,"small, silvery"
3764,4679,79,SL,3.57,black
3765,4680,60.4,SL,1.79,
3766,4682,47.8,SL,5.91,
3767,4682,40.5,SL,4.11,
3768,4683,23,TL,0.22,16.6 mm W; white thin plastic
3769,4684,19.7,TL,0.52,
3770,4684,16.6,TL,0.27,
3771,4684,13.5,TL,0.33,
3772,4685,156,TL,0.23,
3773,4685,101,TL,0.14,
3774,4685,154,TL,0.31,
3775,4686,105,SL,100.97,
3781,4701,50,TL,0.81,
3782,4701,60,TL,1.2,
3783,4702,52,ML,24.66,
3784,4702,30.1,ML,8.39,
3785,4703,22.8,ML,0.44,
3786,4704,39,SL,2.15,
3787,4704,36,SL,2.12,
3788,4704,27,SL,0.77,
3789,4705,75,SL,8.16,
3790,4706,63,SL,10.62,trigger fish
3791,4707,30,SL,0.46,
3792,4708,39,SL,0.99,
3793,4709,38,SL,1.42,snapper-like
3794,4710,48.8,ML,3.35,ventral photophores
3795,4711,19.7,ML,0.66,
3796,4712,20.7,TL,0.31,
3797,4712,11.4,TL,0.15,
3798,4712,13.5,TL,0.17,
3799,4713,15.5,TL,0.52,
3800,4713,12.5,TL,0.24,
3801,4713,12.5,TL,0.26,
3802,4714,12.5,TL,0.33,
3803,4715,16.6,TL,0.4,
3804,4716,105,TL,0.16,
3805,4716,195,TL,0.32,
3807,4721,30,SL,2.06,
3808,4722,177,TL,0.14,
3809,4722,172,TL,0.14,
3810,4722,116,TL,0.17,
3811,4723,11.4,TL,0.18,
3812,4724,20.8,TL,0.25,
3813,4724,20.7,TL,0.23,
3814,4724,21.8,TL,0.2,
3815,4725,64.5,TL,1.21,
3816,4725,67.6,TL,1.11,
3817,4726,148.8,SL,14.88,
3818,4727,17.6,TL,0.22,
3819,4728,86.3,TL,13.12,"26 mm W; twine ball, white/dark"
3820,4729,72.8,TL,0.15,
3821,4730,35,SL,1.81,
3822,4730,27,SL,1.26,
3823,4731,60,AP,8.26,
3824,4733,11.6,TL,0.29,
3825,4734,53.1,TL,0.08,"""arrow worm"""
3826,4734,44.7,TL,0.05,"""arrow worm"""
3827,4734,41.8,TL,0.05,"""arrow worm"""
3828,4735,10.3,AP,0.11,
3829,4735,26,AP,0.7,
3830,4735,21.8,AP,0.62,
3831,4737,4.1,LRL,0.15,
3832,4737,3.1,LRL,0.17,
3833,4737,6.2,LRL,0.32,
3834,4738,8.3,URL,0.18,
3835,4738,6.2,URL,0.23,
3836,4739,70,TL,1.46,50 mm W; black pastic sheet
3837,4740,35,TL,0.83,30 mmW; white plastic piece
3838,4741,50,TL,9.45,"plastic fiber, ball of (diameter measured)"
3839,4742,43,TL,0.02,
3840,4742,54,TL,0.04,
3841,4742,56,TL,0.04,
3842,4743,23.9,TL,0.39,
3843,4743,18.7,TL,0.21,
3844,4744,9.3,URL,0.15,
3845,4745,1,URL,0.01,
3846,4746,29,TL,0.67,
3847,4746,21,TL,0.12,
3848,4747,15.5,CL,1.03,decapod shrimp
3849,4748,40,AP,0.16,(skeleton)
3850,4749,40.6,TL,0.18,
3851,4750,34.3,TL,0.51,
3852,4750,25.9,TL,0.65,
3853,4751,62.4,TL,4.74,22.8 mm W; black twine ball
3854,4752,22.8,SL,0.3,
3855,4753,10.3,LRL,0.1,
3861,4761,54.1,ML,13.1,
3862,4762,62.4,SL,13.73,
3863,4762,70.7,SL,16.56,
3864,4762,64.5,SL,9.15,
3865,4763,19.7,TL,0.69,
3866,4764,22.8,TL,0.26,
3867,4765,59.3,TL,0.14,
3868,4765,55.1,TL,0.32,
3869,4765,51.1,TL,0.17,
3870,4766,6.6,LRL,0.12,
3871,4767,56.2,TL,0.2,
3872,4768,10.4,TL,0.12,
3873,4769,28.1,TL,2.85,"28.1 mm diameter x 18.7 mm tall, top of bottle cap green and orange"
3874,4770,9.3,TL,0.04,6.2 mm W; flat white hard plastic
3875,4771,42.6,TL,2.15,20.8 mm W; curved hard white plastic
3876,4772,45.8,TL,8.67,30.2 mm W; ball of fine wire
3877,4773,80.1,TL,11.43,38.5 mm W; ball of several wire types
3878,4774,124.5,TL,0.75,8 mm W; white box strap
3879,4774,50.2,TL,0.24,6 mm W; white box strap
3880,4775,194,TL,1.06,6.5 mm W; black box strap
3881,4776,73,TL,0.46,6 mm W; flexible black plastic
3882,4777,142,TL,0.87,2.1 mm W; wire rope
3883,4777,131,TL,1.41,variable width: 1 - 4 mm W; wire rope
3884,4779,149,SL,10.89,
3885,4779,332,SL,80.7,
3886,4779,240,AP,70.83,"tail broken off, in bag outside of stomach"
3901,4781,50,SL,5.08,
3902,4781,40,SL,2.75,
3903,4781,27,SL,0.78,
3904,4782,63,SL,12.63,
3905,4782,55,SL,8.14,
3906,4782,52,SL,8.77,
3907,4783,245,SL,34.17,
3908,4783,72,SL,1.8,
3909,4783,25,SL,0.19,
3910,4784,21.8,SL,0.38,
3911,4785,34.3,TL,0.28,
3912,4786,15.5,TL,0.05,
3913,4786,21.8,TL,0.12,
3914,4787,91,TL,0,weight not recorded; box strap
3915,4787,105,TL,0,weight not recorded; box strap
3916,4788,120,TL,1.73,twine
3917,4789,200,TL,8.73,rope
3918,4790,30,TL,0.15,65 mm W; white plastic sheeting
3919,4791,8.27,URL,0.1,
3920,4792,20,TL,0.19,
3921,4793,157,TL,0,weight not recorded
3922,4795,80,TL,1.9,60 mm W; plastic grate (black) triangular shape
3923,4796,69.7,SL,19.3,
3924,4796,70.7,SL,14.39,
3925,4797,38.4,TL,1.39,
3926,4797,36.5,TL,0.99,
3927,4797,31.2,TL,0.74,
3928,4798,27.1,TL,1.04,
3929,4798,22.8,TL,0.69,
3930,4798,15.6,TL,0.37,
3931,4800,160,TL,1.53,5 mm W; green twine
3932,4801,34.3,SL,3.46,
3933,4802,28.1,TL,0.71,
3934,4802,27,TL,0.57,
3935,4803,12.93,AP,12.93,broken
3936,4804,62.4,ML,2.74,
3937,4804,44.7,ML,4.26,
3938,4804,53.1,ML,2.85,
3939,4805,42.6,TL,0.52,
3940,4806,40.5,SL,3.38,
3941,4807,9.3,SL,0.44,
3942,4808,65.5,SL,3.98,Chiasmodontidae?
3943,4808,49.9,SL,2,Chiasmodontidae?
3944,4809,34.3,TL,0.77,
3945,4810,22.9,TL,0.21,
3946,4810,23.8,TL,0.29,
3947,4810,26,TL,0.32,
3948,4811,22.8,TL,0.19,
3949,4811,31.2,TL,0.55,
3950,4811,29.1,TL,0.35,
3951,4812,38.5,TL,0.25,
3952,4813,103,TL,0.2,
3953,4813,88.4,TL,0.29,
3954,4813,106,TL,0.16,
3955,4814,10.3,TL,0.17,hard shelled
3956,4815,13.5,TL,0.24,
3957,4815,12.5,TL,0.2,
3958,4815,15.5,TL,0.22,
3959,4816,30.1,TL,0.34,squat lobster larvae?
3960,4817,180,SL,18.23,
3961,4817,220,SL,28.55,
3962,4817,95,SL,3.22,
3963,4818,45,SL,3.56,
3964,4818,26,SL,0.72,
3965,4818,10,SL,0.03,
3966,4819,11.59,SL,11.59,
3967,4820,30.2,ML,7.9,
3968,4820,23.9,ML,2.22,
3969,4821,39.5,TL,0.84,
3970,4822,85,TL,1.37,
3971,4822,53,TL,0.77,
3972,4822,43,TL,0.73,
3973,4823,39.5,TL,0.84,
3974,4824,30,TL,0,weight not recorded
3975,4824,26,TL,0,weight not recorded
3976,4825,190,TL,0,weight not recorded
3977,4826,14.5,TL,0.37,
3978,4827,30.9,TL,1.14,
3979,4827,21.8,TL,0.49,
3980,4827,12.4,TL,0.24,
3981,4828,70.7,TL,4.35,
3982,4829,220,TL,1.49,white twine
3983,4830,38.5,SL,2.88,
3984,4830,31.2,SL,1.79,
3985,4830,26,SL,0.93,
3986,4831,24,TL,0.7,
3987,4832,34,TL,0.34,
3988,4832,27.1,TL,0.53,
3989,4834,33.3,TL,1.72,
3990,4835,26.2,TL,1.34,
3991,4835,40.5,TL,1.59,
3992,4835,33.2,TL,1.46,
3993,4836,34.1,TL,0.99,
3994,4836,28.1,TL,0.55,
3995,4836,18.7,TL,0.55,
3996,4841,90,TL,0.09,
3997,4841,150,TL,0.12,
3998,4841,60,TL,0.1,
3999,4842,70.7,SL,2.8,
4000,4842,251,SL,50.98,
4001,4843,30.1,SL,1.32,
4002,4843,41.6,SL,3.43,
4003,4844,29,TL,1.1,
4004,4845,37.4,TL,0.82,
4005,4846,13.5,TL,0.19,
4006,4846,22.8,TL,0.4,
4007,4847,36.4,TL,0.31,
4010,4849,325,SL,57.26,
4011,4849,266,SL,31.89,
4012,4849,195,SL,17.44,
4013,4850,43,SL,3.25,
4014,4850,31,SL,1.18,
4015,4851,164,TL,0.27,
4016,4851,151,TL,0.26,
4017,4852,25,TL,0.38,
4018,4853,24.9,TL,1.13,
4019,4853,22.8,TL,0.57,
4020,4853,13.5,TL,0.22,
4021,4854,140,TL,3.49,3.9 mm W; hard white plastic
4022,4855,100.9,SL,13.06,
4023,4857,51.1,TL,0.49,
4024,4858,20.7,TL,0.6,
4025,4858,31.2,TL,0.78,
4026,4858,35.1,TL,0.77,
4027,4859,24.9,TL,0.71,
4028,4859,22.8,TL,0.49,
4041,4861,50.9,SL,1.19,
4042,4861,42.6,SL,0.77,
4043,4861,31.4,SL,0.53,
4044,4862,28,SL,1.11,
4045,4863,7.3,TL,0.01,
4046,4863,15.5,TL,0.23,
4047,4863,20.8,TL,0.37,
4048,4864,5.62,SL,4.55,
4049,4864,38.5,SL,1.7,
4050,4865,7.42,LRL,0.15,
4051,4866,40,TL,1.34,26 mm W; black plastic thick
4052,4867,86,TL,2.01,50 mm W; black plastic thin
4053,4868,105,TL,3.35,40 mm W; white plastic
4054,4869,30.2,TL,0.54,
4055,4870,28,TL,0.35,
4056,8821,47.8,TL,0.5,
4057,8821,56.1,TL,0.61,
4058,8821,71.8,TL,1.17,
4061,4881,40,TL,1.59,10 mm W; fishing line (bunched)
4062,4882,51.2,SL,8.95,
4063,4883,52,ML,11.79,squid
4064,4884,11.6,TL,0.27,
4065,4886,265,TL,0.39,
4066,4886,155,TL,0.13,
4067,4886,163,TL,0.16,
4068,4887,24,TL,0.01,red worm/parasite
4081,4901,118,SL,5.28,
4082,4902,41,SL,3.01,
4083,4903,12.6,TL,0.29,
4084,4903,12.6,TL,0.29,
4085,4904,145,TL,0.14,
4086,4905,22.8,TL,0.55,
4087,4906,17.6,TL,0.42,
4088,4906,14.5,TL,0.24,
4091,4908,11.4,TL,0.17,
4092,4910,27,TL,0.51,
4093,4911,23,ML,0.44,
4094,4912,48.8,ML,7.51,
4095,4913,78,ML,13.23,Cranchia scabra?
4096,4914,5.63,SL,5.63,
4097,4915,76.9,SL,2.64,
4098,4916,20.7,TL,0.37,
4099,4917,26,TL,0.38,
4100,4918,49.9,SL,5.76,
4101,4918,39.5,SL,4,
4102,4918,31.2,SL,2.61,
4103,4919,36.4,TL,2.97,
4104,4920,28.1,TL,0.39,salp house
4105,4921,16.6,TL,0.39,
4106,4922,20.8,TL,0.43,2.1 mm W; monofilament ball
4107,4923,94.7,TL,0.21,
4108,4923,71.8,TL,0.12,
4109,4923,116.3,TL,0.3,
4110,4924,31.2,TL,0.99,
4111,4925,11.4,TL,0.17,
4112,4925,12.4,TL,0.23,
4113,4926,144.6,TL,9.21,"light blue, rigid plastic piece"
4114,4927,7.2,URL,0.17,
4115,4928,350,SL,93.19,
4116,4928,135,SL,10.01,
4117,4929,74.9,SL,24.05,
4118,4929,68.8,SL,20.57,
4119,4930,39.5,SL,1.7,
4120,4930,45.7,SL,1.93,
4121,4930,40.3,SL,1.38,
4123,4932,7.2,LRL,0.15,
4124,4933,7.2,URL,0.18,
4125,4934,74.9,TL,1.12,
4126,4934,41.8,TL,0.92,
4127,4934,32.2,TL,0.79,
4128,4935,26,TL,0.97,
4129,4936,20,TL,0.64,
4130,4936,20,TL,0.64,
4133,4938,13.5,TL,0.39,
4134,4938,20.8,TL,0.48,
4135,4938,23.9,TL,0.46,
4136,4941,20.8,TL,0.29,
4137,4942,55.1,TL,1.14,25.9 mm W; rigid white plastic
4138,4943,100.9,TL,2.19,non-house
4139,4944,43.7,TL,0.94,
4140,4945,83,ML,43.18,
4141,4946,40,TL,3.43,110 mm W; black plastic sheeting
4142,4947,36.4,SL,2.31,
4143,4948,98.5,SL,4.53,
4144,4949,18.7,AP,0.56,
4145,4950,20.7,TL,0.32,
4146,4950,18.7,TL,0.29,
4147,4950,15.6,TL,0.18,
4148,4961,10.3,AP,0.2,
4149,4961,7.3,AP,0.09,
4150,4962,27,TL,0.61,
4151,4963,34.3,TL,0.82,
4152,4964,34.3,SL,2.31,
4153,4965,28.1,TL,0.95,18.7 mm W; papery black pastic
4154,4966,54.1,ML,17.49,
4155,4967,89.5,TL,0.98,10.4 mm W; white box strap
4156,4968,35.4,TL,0.23,4.1 mm W; wad of monofilament
4157,4969,57.2,AP,9.22,octopod
4158,4970,221,TL,0.19,
4159,4970,173,TL,0.2,
4160,4970,236,TL,0.26,
4161,4981,140,SL,8.43,
4162,4982,43.6,SL,5.72,
4163,4983,41.6,TL,1.1,
4164,4983,34.3,TL,0.77,
4165,4983,37.4,TL,1,
4166,4984,20.7,TL,0.74,
4167,4985,15.5,TL,0.36,
4168,4985,16.6,TL,0.25,
4169,4986,20,TL,0.37,
4170,4986,30,TL,0.59,
4171,4986,40,TL,1.17,
4172,4987,40,TL,0.49,
4173,4987,90,TL,1.49,
4174,4987,140,TL,1.09,
4175,4988,210,SL,22.68,
4176,4989,38,SL,2.71,
4177,4990,53,SL,1.05,
4178,4991,30,TL,0.65,
4179,4991,35,TL,0.7,
4180,4992,52,SL,0.29,
4181,4993,160,TL,0.29,
4182,4993,60,TL,0.09,
4183,4993,35,TL,0.03,
4184,4994,60,AP,20.07,
4185,4995,27,TL,0.54,
4186,4996,8.3,LRL,0.4,re-measured by RY
4187,4997,165,SL,20.45,
4188,4998,45,SL,0.78,
4189,4999,40,ML,9.64,
4190,5000,34,SL,1.32,
4191,5001,14.5,TL,0.12,
4192,5001,21.9,TL,0.24,
4193,5001,26,TL,0.29,
4194,5002,45,ML,7.33,
4195,5003,140,TL,0.05,
4196,5003,180,TL,0.27,
4197,5003,150,TL,0.2,
4201,5041,150,AP,21.04,tail missing
4202,5042,46.8,TL,2.55,
4203,5043,20.8,TL,0.62,
4204,5044,21.8,TL,0.27,
4205,5045,38.5,TL,0.78,
4206,5045,33.3,TL,0.7,
4207,5045,19.7,TL,0.19,
4208,5046,27,TL,1.25,
4209,5046,24.9,TL,0.49,
4210,5046,24.9,TL,0.55,
4211,5047,24.9,TL,1.09,
4212,5047,39.5,TL,2.09,
4213,5047,31.2,TL,2.05,
4214,5048,262,TL,0.31,
4215,5048,153,TL,0.22,
4216,5048,182,TL,0.11,
4217,5062,35.3,ML,1.31,
4221,5081,50.9,ML,5.92,hyaloteuthis pelagicus?
4222,5082,97.8,SL,4.55,
4223,5083,22.8,SL,0.72,
4224,5084,45.7,TL,1.27,
4225,5084,30.1,TL,0.2,
4226,5085,10.4,TL,1.47,
4227,5086,17.7,TL,0.13,
4228,5087,23.9,TL,0.67,
4229,5087,18.7,TL,0.32,
4230,5087,12.4,TL,0.12,
4231,5088,62.4,TL,0.18,
4232,5088,70.7,TL,0.3,
4233,5088,61.4,TL,0.14,
4234,5089,12,ML,1.28,
4235,5090,47.8,SL,5.23,
4236,5091,33.2,SL,1.84,
4237,5091,36.4,SL,2.63,
4238,5091,35.4,SL,2.61,
4239,5092,24.9,TL,0.49,
4240,5093,104,TL,0.31,
4241,5093,143,TL,0.36,
4242,5094,151,SL,8.52,saved for identification?
4243,5095,38.4,TL,0.46,
4244,5095,40.6,TL,0.58,
4245,5095,37.5,TL,0.52,
4246,5096,255,TL,0.42,
4247,5096,168,TL,0.39,
4248,5096,132,TL,0.3,
4249,5097,18.7,TL,0.41,
4250,5097,18.7,TL,0.38,
4251,5098,19.7,TL,0.45,
4252,5099,27,TL,0.29,
4253,5099,34.3,TL,0.55,
4254,5100,10.4,TL,0.15,
4255,5100,12.4,TL,0.19,
4256,5100,11.4,TL,0.13,
4257,5101,85,TL,0.3,black twine
4258,5102,7.25,LRL,0.22,saved for RY
4261,5103,51,SL,1.17,saved for BM
4262,5104,54.1,SL,1.34,
4263,5105,49.9,SL,5.69,
4264,5105,24.9,SL,0.53,
4265,5105,26,SL,0.76,
4266,5106,43.7,SL,4.22,
4267,5106,41.5,SL,3.13,
4268,5106,28,SL,0.87,
4269,5121,50.9,TL,3.34,
4270,5122,36.4,TL,0.63,
4271,5123,23.9,TL,0.49,
4272,5123,14.5,TL,0.2,
4273,5123,11.4,TL,0.19,
4274,5124,21.8,TL,0.23,
4275,5125,17.6,TL,0.22,
4276,5125,18.7,TL,0.36,
4277,5125,17.6,TL,0.31,
4279,5127,46.7,ML,8.97,
4280,5128,31.2,ML,2.99,
4281,5129,44.7,TL,0.48,
4282,5129,53,TL,1.13,
4301,5141,120,SL,3.99,
4302,5141,118,SL,4.62,
4303,5142,27,SL,0.69,
4304,5143,31.2,TL,0.44,
4305,5143,27,TL,0.55,
4306,5143,41.6,TL,0.49,
4307,5144,117,TL,0.09,
4308,5144,193,TL,0.19,
4309,5144,178,TL,0.13,
4310,5145,13.5,TL,0.29,
4311,5146,10.4,LRL,0.19,
4313,5148,24.9,TL,0.76,
4314,5148,37.4,TL,0.99,
4315,5149,8.3,LRL,0.2,saved for RY
4316,5150,14.5,TL,0.32,
4317,5150,15.6,TL,0.34,
4318,5150,18.7,TL,0.45,
4319,5151,16.6,TL,0.26,
4320,5151,11.4,TL,0.18,
4321,5152,292.1,SL,54.16,
4322,5153,69,TL,0.05,
4323,5154,87,AP,16.02,stenoteuthis oval.?; saved; broken mantle
4324,5155,42.6,TL,0.94,
4325,5156,10.3,TL,0.08,
4326,5157,5.1,TL,0.05,
4327,5158,35.5,TL,0.45,
4328,5159,15.6,TL,0.46,
4329,5160,16.6,TL,0.35,
4330,5161,24.9,TL,0.78,
4331,5161,16.8,TL,0.34,
4332,5161,12.5,TL,0.13,
4333,5162,197,SL,14.9,
4334,5163,38.5,TL,0.8,
4335,5163,32.2,TL,0.52,
4336,5163,19.7,TL,0.14,
4337,5164,30,TL,0.67,
4338,5164,24,TL,0.58,
4339,5164,12,TL,0.11,
4340,5165,20.8,TL,0.22,
4341,5166,40.5,TL,0.84,
4342,5166,43.6,TL,0.55,
4343,5166,52,TL,0.5,
4344,5173,9.3,TL,0.14,
4345,5167,16.6,TL,0.36,
4346,5167,17.6,TL,0.33,
4347,5168,10.4,TL,0.17,
4348,5168,15.5,TL,0.46,
4349,5168,20.7,TL,0.57,
4350,5169,20.8,TL,0.48,
4351,5169,17.7,TL,0.32,
4352,5169,11.4,TL,0.1,
4353,5171,240,TL,1.55,twine
4354,5172,212,TL,0.21,
4355,5172,220,TL,0.31,
4356,5172,193,TL,0.23,
4361,5174,165,SL,19.14,
4362,5174,73.8,SL,1.57,
4363,5174,42.6,SL,0.34,
4364,5175,143.6,TL,0.18,
4365,5175,71.8,TL,0.08,
4366,5176,45.7,SL,4.96,
4367,5176,31.2,SL,2.04,
4368,5176,23.8,SL,1.05,
4369,5177,36.4,SL,2.99,
4370,5177,35.4,SL,2.23,
4371,5177,21.8,SL,0.38,
4372,5178,64.5,ML,9.75,
