PreyIndividuals_ID,stm_preyID,Length_mm,Length_Code,Weight_g,Comment
7026,7243,38,TL,0.41,
7027,7243,18,TL,0.11,
7041,7230,20,ML,3.13,
7061,5288,2.2,LRL,0.01,
7081,7304,35,ML,0.29,4 of 5 indiv. Same length. Divided remaining weight among them
7082,7304,35,ML,0.29,
7101,7322,1.7,LRL,0.1,by RY
7121,7341,50,ML,9.47,
7122,7347,20,ML,1.4,
7123,7348,165,TL,4.03,
7124,7352,15,TL,0.37,
7125,7353,30,TL,0.72,
7126,7356,119,TL,0.15,
7127,7355,210,TL,0.68,
7128,7355,175,TL,0.43,
7141,7358,210,SL,12.18,
7142,7359,18,TL,0.57,
7143,7360,20,TL,0.45,
7144,7361,75,TL,0.09,
7145,7361,170,TL,0.15,
7146,7361,80,TL,0.15,
7147,7362,30,TL,0.44,
7148,7364,30,TL,0.35,
7149,7365,150,TL,0.59,
7150,7366,270,TL,3.3,
7151,7367,38,TL,0.33,17mmW
7152,7368,45,TL,1.23,33mmW
7153,7369,37,TL,1.29,"16mmW, second piece 28Lx14W"
7154,7370,40,TL,2.9,"20mmW, 20-40mm L x 5-23mmW"
7161,7381,95,ML,62.31,
7162,7383,110,TL,11.41,
7163,7383,90,TL,10.9,
7164,7409,310,TL,23.29,
7181,7452,120,FL,0.79,
7182,7453,62,FL,0.93,
7183,7454,53,FL,4.24,
7184,7460,42,FL,0.4,
7185,7464,290,TL,7.9,
7186,7466,42,AP,0.06,
7187,7466,38,AP,0.04,
7188,7466,35,AP,0.03,
7189,7481,40,SL,2.46,
7190,7481,50,SL,5.88,
7191,7482,14,TL,0.44,
7192,7482,16,TL,1.85,
7193,7482,20,TL,0.65,
7194,7483,38,TL,0.4,
7195,7485,32,TL,0.12,
7196,7487,21,SL,0.77,
7197,7487,31,SL,2.19,
7198,7487,32,SL,2.94,
7199,7489,255,TL,0.27,
7200,7489,101,TL,0.22,
7201,7489,32,TL,0.01,
7202,7491,34,TL,0.72,
7203,7491,25,TL,0.61,
7204,7491,11,TL,0.16,
7205,7488,48,TL,0.57,
7206,7488,38,TL,0.28,
7207,7488,23,TL,0.24,
7221,7498,37.5,TL,0.57,
7222,7498,20,TL,0.49,
7223,7498,27,TL,0.5,
7224,7499,135,TL,0.26,
7225,7499,6,TL,0.01,
7226,7499,35,AP,0.03,
7227,7501,32,SL,3.13,
7228,7501,26,SL,0.31,
7229,7502,5,TL,0.01,
7230,7505,70,SL,1.32,
7231,7506,25,TL,0.86,
7232,7512,38,SL,5.77,
7233,7512,24,SL,2.15,
7234,7512,22,SL,0.64,
7235,7513,95,SL,3.77,
7236,7513,100,SL,10.96,
7237,7513,120,SL,12.77,
7238,7514,19,TL,0.29,
7239,7514,22,TL,0.37,
7240,7515,11.5,TL,0.32,
7241,7515,16,TL,0.43,
7242,7515,21,TL,0.48,
7243,7516,25,AP,0.12,
7244,7516,40,AP,0.28,
7245,7517,12,TL,0.13,
7246,7517,12,TL,0.13,
7247,7517,23,TL,0.28,
7261,7541,76,SL,13.8,
7262,7542,65,SL,2.55,
7263,7542,60,SL,2.3,
7264,7542,62,SL,2.75,
7265,7543,21,TL,0.1,
7266,7544,43,SL,4.68,
7267,7546,20,TL,0.25,
7268,7546,19.3,TL,0.49,
7269,7547,18.7,TL,0.46,
7281,7547,17.1,TL,0.56,
7282,7547,19.4,TL,0.64,
7283,7548,36,TL,0.63,
7284,7548,39,TL,0.72,
7285,7548,38,TL,0.86,
7286,7549,180,TL,0.25,
7287,7549,150,TL,0.11,
7288,7549,130,TL,0.08,
7289,7550,34.8,ML,1.04,
7290,7551,31.6,ML,1.88,
7291,7552,35,SL,2.35,
7292,7552,35,SL,2.37,
7293,7561,25.5,TL,0.31,
7294,7561,21.6,TL,0.15,
7295,7561,24.4,TL,0.12,
7296,7562,39,TL,0.7,
7297,7562,31,TL,0.49,
7298,7562,38,TL,0.61,
7299,7563,26,AP,0.37,
7300,7565,15.8,TL,0.14,
7301,7581,186,SL,9.51,
7302,7582,32,ML,13.07,
7303,7583,24,TL,0.65,
7304,7584,41,ML,7.2,
7305,7585,40,TL,0.13,
7306,7585,74,TL,0.1,
7307,7585,182,TL,0.28,
7308,7586,329,SL,56.38,
7309,7587,10,URL,0.42,
7310,7588,32.4,TL,0.61,
7311,7589,194,SL,3.75,
7312,7590,22,SL,0.37,
7313,7591,27,ML,0.91,
7314,7592,36.3,TL,0.43,
7315,7592,32.5,TL,0.36,
7316,7593,32.7,TL,0.58,
7317,7593,22.3,TL,0.22,
7318,7594,19.4,TL,0.68,
7319,7595,54,ML,0.42,
7320,7604,12.2,ML,1.03,
7321,7604,11.8,ML,0.9,
7322,7604,35.8,ML,16.06,
7323,7601,30.4,SL,2.72,
7324,7602,112,SL,6.36,
7325,7603,21.2,TL,0.28,
7326,7605,54.2,ML,7.34,
7327,7606,124.9,SL,11.03,
7328,7607,71.8,ML,13.43,
7329,7608,43.8,SL,1.22,
7330,7610,31,TL,0.53,
7331,7611,105,TL,0.2,
7332,7612,30.8,TL,0.83,
7333,7612,29.2,TL,0.48,
7334,7613,66.9,ML,8.99,"ID by EP, saved for RY"
7335,7614,156,SL,13.36,
7336,7615,33,SL,1.9,
7337,7616,17,TL,0.48,
7338,7617,94,SL,3.6,
7339,7618,71,SL,14.71,
7340,7619,35,SL,2.24,
7341,7619,36,SL,2.83,
7342,7619,35,SL,2.62,
7343,7620,32,SL,2.44,
7344,7621,21,TL,0.65,
7345,7622,26,TL,0.47,
7346,7622,25,TL,0.59,
7348,7624,20,AP,0.04,
7349,7624,30,AP,0.05,
7350,7624,25,AP,0.26,
7351,7625,13,ML,1.04,
7352,7626,35,TL,0.44,
7353,7627,29,TL,0.46,
7354,7628,34.4,TL,0.42,
7355,7628,39.9,TL,0.68,
7356,7629,37.5,TL,0.63,
7357,7629,26.3,TL,0.27,
7358,7630,49.7,ML,4.74,
7359,7631,385,SL,117.2,
7360,7633,155,TL,0.15,
7361,7633,130,TL,0.29,
7362,7633,30,TL,0.2,
7363,7634,335,TL,4.3,4mm W
7364,7635,34.1,SL,2.55,
7365,7636,13,TL,0.05,
7366,7637,20.4,TL,0.43,
7367,7637,18.4,TL,0.12,
7368,7638,30,TL,0.42,
7369,7639,44,SL,4.77,
7370,7640,19.5,TL,0.57,
7371,7640,19,TL,0.37,
7372,7640,15,TL,0.32,
7373,7641,133,SL,9.04,
7374,7641,104.5,SL,2.78,
7375,7641,56,SL,0.84,
7376,7642,37,TL,0.18,
7377,7642,42,TL,0.22,
7378,7642,31,TL,0.16,
7379,7643,14.2,TL,0.44,
7380,7644,20,ML,0.73,
7381,7645,40,TL,0.86,
7382,7646,11.6,TL,0.13,
7383,7647,30,SL,1.56,
7384,7647,35,SL,2.24,
7385,7647,40,SL,3.17,
7386,7648,25,SL,0.63,
7387,7648,30,SL,1.34,
7388,7648,43,SL,2.66,
7389,7649,30,TL,0.37,
7401,7650,6.2,TL,0.15,
7402,7651,171,TL,0.47,
7403,7651,160,TL,0.31,
7404,7651,173,TL,0.55,
7405,7652,24,TL,0.4,
7406,7653,16,TL,0.25,
7407,7653,26,TL,0.92,
7408,7654,18,TL,0.68,
7409,7654,20,TL,0.66,
7410,7654,19,TL,0.78,
7411,7655,20,TL,0.45,
7412,7656,26.1,SL,2.64,
7413,7657,19,TL,0.28,
7414,7658,132,SL,9.81,
7415,7659,150,TL,0.15,
7416,7659,171,TL,0.46,
7417,7660,29,SL,0.56,
7418,7661,21,TL,0.33,
7419,7661,11,TL,0.16,
7420,7662,33.9,TL,0.44,
7421,7662,31.2,TL,0.43,
7422,7663,32.8,TL,0.58,
7423,7663,27.8,TL,0.36,
7424,7663,17.6,TL,0.22,
7425,7664,22.8,TL,0.34,
7426,7664,24.7,TL,0.29,
7427,7664,31.1,TL,0.55,
7428,7665,32,TL,0.37,
7429,7666,26.2,TL,0.78,
7430,7667,46,TL,0.83,
7431,7668,33,TL,1.75,
7432,7668,25,TL,0.62,
7433,7669,70.3,TL,0.34,
7434,7669,101.9,TL,0.45,
7435,7669,111.2,TL,0.54,
7436,7670,89,TL,0.34,
7437,7671,21.1,TL,0.52,
7438,7671,21.8,TL,0.84,
7439,7672,32.8,SL,2.8,
7440,7674,100,TL,0.28,
7441,7674,162,TL,0.51,
7442,7674,220,TL,0.21,
7443,7675,15.1,TL,0.16,
7444,7675,13.3,TL,0.1,
7445,7675,14.8,TL,0.19,
7446,7676,21.8,TL,0.21,
7447,7678,114.7,SL,6.01,
7448,7679,21.9,TL,0.52,
7449,7679,23.1,TL,0.82,
7450,7680,32.6,SL,1.07,
7461,7681,73.8,SL,2.43,
7462,7682,41.9,SL,2.06,
7463,7683,35.7,SL,2.53,
7464,7684,31.5,TL,0.93,
7465,7684,30.2,TL,0.46,
7466,7684,20.6,TL,0.13,
7467,7685,40.7,TL,0.55,
7468,7685,30.4,TL,0.35,
7469,7685,31.4,TL,0.36,
7470,7686,33.3,TL,0.78,
7471,7686,30.5,TL,0.89,
7472,7686,26.3,TL,0.36,
7473,7687,17.7,TL,0.46,
7474,7687,20.3,TL,0.79,
7475,7687,16.2,TL,0.28,
7476,7688,47.6,TL,0.84,
7477,7689,40.1,ML,7.14,
7478,7690,60.2,SL,1.68,
7479,7691,23.1,TL,0.25,
7480,7692,26.3,TL,0.78,
7481,7692,21.9,TL,0.39,
7482,7692,10.3,TL,0.13,
7501,7701,68.9,SL,2.12,
7502,7702,38.1,SL,1.23,
7503,7702,60.2,SL,4.24,
7504,7703,7.9,ML,0.49,
7505,7705,132,TL,0.63,2mmW
7506,7706,17.9,TL,0.21,
7507,7707,18.1,TL,0.46,
7508,7708,72.6,ML,11.84,
7509,7708,45.9,ML,2.85,
7510,7708,37.7,ML,2.12,
7511,7709,24.8,SL,2.38,
7512,7709,27.7,SL,2.8,
7513,7710,20.4,TL,0.51,
7514,7710,22.9,TL,0.37,
7515,7710,20.5,TL,0.34,
7516,7711,31.4,TL,0.12,
7517,7711,44.5,TL,0.46,
7518,7711,33.9,TL,0.35,
7521,7721,22.9,TL,0.26,
7522,7721,20.8,TL,0.2,
7523,7722,83.8,ML,50.64,
7524,7723,57.4,TL,0.22,
7525,7724,51.1,ML,9.88,Saved. ID by EP
7532,7731,16.3,ML,1.05,
7533,7732,20.1,SL,0.36,
7534,7732,25.5,SL,0.85,
7535,7732,27.2,SL,2.05,
7536,7733,225,SL,14.13,
7537,7733,160,SL,5.52,
7538,7733,132,SL,8.83,
7539,7735,7.9,LRL,0.2,Saved for RY
7540,7736,23.1,TL,0.61,
7541,7736,20.7,TL,0.46,
7542,7736,23.9,TL,0.58,
7543,7737,37.9,TL,0.58,20.3mmW
7544,7738,116,TL,0.17,2.1mmW
7545,7740,77.3,TL,0.96,22.9mmW
7546,7741,56.2,TL,0.69,21.2mmW
7547,7742,230,TL,8.95,11.3mmW
7548,7744,23.2,TL,0.38,20.2mmW
7549,7745,12,TL,0.07,
7561,7761,36.3,TL,0.71,
7562,7762,27.9,TL,0.35,
7563,7763,45.9,ML,12.41,
7564,7764,57.5,SL,2.61,
7565,7764,55.9,SL,2.71,
7566,7765,86.1,TL,0.21,
7567,7765,140.5,TL,0.09,
7568,7765,80.1,TL,0.17,
7569,7766,20.1,TL,0.63,
7570,7766,20.9,TL,0.65,
7571,7766,18.8,TL,0.48,
7572,7767,15.8,TL,0.19,
7573,7768,11.6,TL,0.32,
7574,7769,11.1,TL,0.11,
7575,7769,10.7,TL,0.1,
7576,7770,47.7,SL,9.9,
7577,7772,20.7,TL,0.43,
7578,7773,30.7,SL,2.35,
7579,7773,32.8,SL,2.49,
7580,7774,48.8,TL,0.48,
7581,7774,50.2,TL,0.49,
7582,7774,45.1,TL,0.32,
7583,7775,18.3,TL,0.86,
7584,7775,23,TL,0.84,
7585,7775,27.8,TL,0.91,
7586,7776,83.8,SL,7.15,
7587,7777,66,SL,1.65,
7588,7777,90.2,SL,4.16,
7589,7777,86.8,SL,3.91,
7590,7778,32,TL,1.23,
7591,7779,35,TL,0.58,
7592,7780,65,TL,0.51,
7593,7781,24.5,TL,0.86,
7594,7781,21.3,TL,0.62,
7595,7781,16.3,TL,0.35,
7596,7782,6.5,TL,0.07,
7597,7782,5.3,TL,0.06,
7598,7783,31.8,TL,0.62,
7599,7783,35.1,TL,1.41,
7600,7784,6.7,URL,0.11,
7601,7784,6.5,LRL,0.11,
7602,7785,43,TL,1.46,
7603,7786,11.6,TL,0.28,
7604,7787,7.9,LRL,0.12,
7605,7788,6.5,HL,0.01,
7606,8843,1.1,HL,0.01,
7607,8844,10.7,LRL,0.44,10.5 URL
7608,7789,34.2,TL,0.3,
7609,7790,21.1,TL,0.45,
7610,7791,17.1,TL,0.13,
7611,7792,71.9,TL,0.23,
7612,7793,70.8,ML,18.43,
7621,7803,15,TL,0.12,
7622,7803,20,TL,0.28,
7623,7803,24,TL,0.46,
7624,7804,21,TL,0.29,
7625,7804,20,TL,0.3,
7626,7805,30,ML,2.66,
7627,7806,20,TL,0.59,
7628,7807,65,SL,1.93,
7629,7807,180,SL,22.46,
7630,7807,150,SL,18.06,
7631,7808,18,SL,0.65,
7632,7808,20,SL,0.87,
7633,7808,32,SL,3.01,
7634,7809,17,SL,0.45,
7635,7809,28,SL,1.66,
7636,7809,44,SL,7.4,
7637,7810,90,TL,0.18,
7638,7810,65,AP,0.07,
7639,7811,10,TL,0.14,
7640,7811,19,TL,0.36,
7641,7811,22,TL,0.17,
7642,7812,17,TL,0.26,
7643,7812,11,TL,0.17,
7644,7813,20,TL,0.55,
7645,7814,215,TL,0.23,
7646,7815,192,TL,0.2,
7647,7815,169,TL,0.2,
7648,7815,131,TL,0.12,
7649,7816,18,TL,0.49,
7650,7817,25,TL,0.18,
7651,7817,23,TL,0.26,
7652,7818,20,TL,0.2,
7653,7819,38,TL,0.56,
7654,7819,35,TL,0.54,
7655,7820,45,TL,2.28,
7656,7821,140,TL,1.58,
7657,7822,119,TL,0.36,
7658,7823,21,TL,0.51,
7659,7823,22,TL,0.32,
7660,7824,43,SL,4.43,
7661,7824,36,SL,2.27,
7662,7825,26,SL,0.59,
7663,7826,250,TL,0.31,
7664,7826,110,TL,0.05,
7665,7827,23,TL,0.5,
7666,7828,23,TL,0.27,
7667,7828,20,AP,0.32,
7668,7829,36,TL,0.85,31mmW
7669,7830,39,SL,3.17,
7670,7830,34,SL,2.36,
7671,7830,23,SL,0.79,
7672,7831,47,SL,4.66,
7673,7831,35,SL,1.7,
7674,7831,29,SL,1.38,
7675,7832,40,SL,2.78,
7676,7832,35,SL,2.68,
7677,7832,30,SL,1.69,
7678,7833,45,SL,0.95,
7679,7833,195,SL,14.53,
7680,7833,185,SL,22.21,
7681,7834,55,SL,1.08,
7682,7834,45,SL,0.55,
7683,7835,38,TL,0.75,
7684,7835,39,TL,0.92,
7685,7836,35,TL,0.58,
7686,7836,35,TL,0.68,
7687,7837,46,TL,0.44,
7688,7837,43,TL,0.41,
7689,7838,25,TL,0.55,
7690,7838,29,TL,0.37,
7691,7838,20,TL,0.44,
7692,7839,12,TL,0.16,
7693,7839,14,TL,0.32,
7694,7839,20,TL,0.48,
7695,7840,82,AP,0.13,
7696,7840,86,AP,0.19,
7697,7840,75,AP,0.16,
7698,7841,146,SL,18.86,
7699,7842,147,TL,0.15,
7700,7842,152,TL,0.27,
7701,7842,30,TL,0.07,
7702,7843,260,TL,2.77,
7703,7844,33,SL,2.12,
7704,7845,40,SL,4.52,
7705,7846,62,SL,1.47,
7706,7846,81,SL,2.27,
7707,7847,70,TL,0.21,
7708,7847,170,TL,0.3,
7709,7847,97,TL,0.06,
7710,7848,18,TL,0.21,
7711,7849,15,TL,0.15,
7712,7850,141,TL,0.13,
7713,7850,54,AP,0.04,
7714,7850,65,AP,0.05,
7715,7851,59,TL,0.82,17mmW
7716,7852,55,TL,0.02,1mm W
7717,7853,120,TL,0.11,2mmW
7718,7854,52,TL,0.18,3mmW
7719,7855,40,TL,0.92,
7720,7855,35,TL,0.51,
7721,7855,35,TL,0.52,
7722,7856,15,TL,0.31,
7723,7857,25,TL,0.67,
7724,7857,30,TL,0.78,
7725,7857,20,TL,0.36,
7726,7858,38,SL,3.15,
7727,7858,40,SL,3.67,
7728,7859,23,ML,0.18,Saved for RY
7741,7861,65,SL,16.99,
7742,7862,20,TL,0.22,
7743,7862,20,TL,0.38,
7744,7862,28,TL,0.92,
7745,7863,33,TL,0.57,
7746,7863,32,TL,0.5,
7747,7863,41,TL,0.92,
7748,7864,21,TL,0.09,
7749,7864,36,TL,0.4,
7750,7864,35,TL,0.46,
7751,7865,49,AP,0.07,
7752,7865,80,AP,0.15,
7753,7865,141,TL,0.15,
7754,7866,16,TL,0.43,
7755,7867,12,TL,0.16,
7756,7867,22,TL,0.5,
7757,7867,24,TL,0.47,
7758,7868,25,SL,0.59,
7759,7869,40,AP,0.59,measured by RY; AP ML saved for RY
7760,7870,41,TL,1.04,
7761,7870,40,TL,0.9,
7762,7871,38.5,TL,0.59,
7763,7872,32,TL,1.02,
7764,7872,23.3,TL,0.54,
7765,7872,21.5,TL,0.47,
7766,7873,48.5,TL,0.96,
7767,7874,26.5,TL,0.86,
7768,7874,23.5,TL,0.51,
7769,7874,20,TL,0.15,
7770,7875,22,TL,0.75,
7771,7876,137,TL,0.11,
7772,7876,110,AP,0.09,
7773,7876,59,AP,0.08,
7774,7877,8.5,URL,0.17,
7775,7877,7.6,LRL,0.13,
7776,7877,8,LRL,0.12,
7777,7879,67,TL,0.15,
7778,7880,40,TL,1.58,18mmW
7779,7881,44,TL,1,34mmW
7780,7882,36,TL,0.4,11mmW
7781,7883,63,TL,0.35,4mmW
7782,7884,180,TL,0.06,1.5mmW
7783,7885,27,TL,0.34,20mmW
7784,7886,67.5,SL,0.67,
7785,7887,28,TL,0.56,
7786,7887,27,TL,0.78,
7787,7888,28,TL,0.33,
7788,7889,41,TL,0.7,
7789,7890,21,TL,0.38,
7790,7891,300,TL,0.21,
7791,7891,185,TL,0.09,
7792,7891,205,TL,0.34,
7793,7892,39,TL,1.09,15mmW
7794,7893,19,TL,0.45,
7795,7893,20.5,TL,0.63,
7796,7894,53,ML,17.38,
7797,7894,45,ML,10.13,
7798,7895,151,SL,67.62,
7799,7896,39.5,TL,0.05,
7800,7896,124.3,TL,0.14,
7801,7896,54,TL,0.06,
7802,7897,60.3,SL,9.9,
7803,7898,30.5,TL,0.46,
7804,7898,31.3,TL,0.65,
7805,7898,36.2,TL,0.98,
7806,7899,28,TL,0.34,
7807,7899,35,TL,0.42,
7808,7899,36.3,TL,0.56,
7809,7900,29,TL,0.42,
7810,7900,23.1,TL,0.38,
7811,7901,28,TL,0.96,
7812,7901,24.9,TL,0.34,
7813,7901,25,TL,0.39,
7814,7903,78.4,TL,0.86,
7815,7904,12,LRL,0.18,
7816,7904,7.8,URL,0.09,
7817,7905,75,SL,1.55,
7818,7905,57,SL,1.49,
7819,7905,295,SL,54.83,
7820,7906,80,SL,1.77,
7821,7906,215,SL,20.88,
7822,7907,24,SL,1.4,Saved
7823,7908,26,TL,1.12,
7824,7909,14,TL,0.15,
7825,7909,20,TL,0.32,
7826,7909,22.5,TL,0.46,
7827,7910,16,AP,0.35,
7828,7911,40,TL,0.61,
7829,7912,37,SL,0.73,
7830,7913,12,ML,0.44,saved for RY
7831,7914,35,SL,2.06,
7832,7914,24.5,SL,0.65,
7833,7915,46,SL,5.48,
7834,7915,40,SL,3.6,
7835,7915,32,SL,1.96,
7836,7916,37,SL,2.65,
7837,7916,37,SL,2.24,
7838,7916,19.5,SL,0.36,
7839,7917,24.5,TL,0.42,
7840,7918,155,TL,1.64,11mmW
7841,7919,94,TL,0.71,35mmW
7842,7920,53,TL,0.01,.75mmW
7843,7921,80,TL,0.28,3mmW
7844,7922,77,SL,21.79,
7845,7923,43,ML,12.02,
7846,7924,65,ML,12.65,
7847,7925,215,TL,6.87,7mmW
7848,7926,18.2,TL,0.87,
7849,7927,9.1,LRL,0.15,re-measured by RY
7850,7928,19,SL,0.49,
7851,7928,27.1,SL,1.09,
7852,7928,35.4,SL,2.34,
7853,7929,25.8,SL,1.25,
7854,7929,35.9,SL,2.84,
7855,7929,42,SL,3.6,
7856,7931,38.1,TL,0.81,
7857,7931,37.5,TL,0.76,
7858,7932,40,TL,0.47,
7859,7932,35.4,TL,0.46,
7860,7933,25.1,TL,0.36,
7861,7933,21.8,TL,0.24,
7862,7933,26,TL,0.58,
7863,7934,19.5,TL,0.2,
7864,7934,24.9,TL,0.56,
7865,7934,25.3,TL,0.71,
7866,7935,17.1,TL,0.27,
7867,7936,8.4,LRL,0.18,
7868,7937,3.6,HL,0.01,
7869,7937,3.4,HL,0.01,
7870,7938,21.5,TL,0.29,
7871,7939,141,TL,0.16,
7872,7939,86,TL,0.16,
7873,7939,153.2,TL,0.18,
7874,7940,19,TL,0.02,
7875,7941,6.1,TL,0.01,
7876,7942,150,TL,0.01,
7877,7943,65,TL,1.08,20mmW
7878,7944,190,AP,0.46,
7879,7944,45,AP,0.07,
7880,7946,9.8,URL,0.16,
7881,7946,10,URL,0.15,
7882,7946,9.1,LRL,0.14,
7883,7946,8.9,LRL,0.14,
7884,7946,6.5,LRL,0.04,
7885,7947,174,SL,12.65,
7886,7947,210,SL,18.75,
7887,7948,37,SL,2.78,
7888,7948,44,SL,4.15,
7889,7948,45,SL,4.48,
7890,7949,34,SL,2.27,
7891,7950,35,ML,3.5,
7892,7951,36,TL,0.65,
7893,7951,32,TL,0.54,
7894,7951,36,TL,0.56,
7895,7953,204,TL,0.18,
7896,7953,180,TL,0.32,
7897,7953,126,TL,0.18,
7898,7954,25,TL,0.36,
7899,7954,17,TL,0.26,
7900,7955,210,TL,1.2,3mmW
7901,7956,150,TL,0.2,1mmW
7921,7961,18,TL,0.36,
7922,7961,18,TL,0.33,
7923,7961,18,TL,0.42,
7924,7962,20,TL,0.49,
7925,7962,17.5,TL,0.31,
7926,7962,14,TL,0.13,
7927,7963,24,TL,0.75,
7928,7964,43,SL,4.32,
7929,7964,32.5,SL,2.3,
7930,7964,21,SL,0.53,
7931,7965,41,SL,3.16,
7932,7965,34,SL,2.99,
7933,7966,40,TL,0.64,
7934,7967,175,SL,10.49,
7935,7967,160,SL,11.02,
7936,7967,77,SL,1.62,
7937,7968,165,SL,10.18,
7938,7968,225,SL,20.99,
7939,7969,45,AP,0.45,
7940,7969,38,AP,0.45,
7941,7970,18.5,TL,0.28,
7942,7971,9.5,TL,0.18,
7943,7972,16,TL,0.29,
7944,7972,15,TL,0.23,
7945,7972,17,TL,0.25,
7946,7973,30,TL,0.7,
7947,7973,20,TL,0.44,
7948,7973,14,TL,0.21,
7949,7974,270,TL,1.19,2mmW
7950,7975,7,TL,0.03,
7951,7976,205,TL,0.1,
7952,7976,40,AP,0.05,
7953,7976,70,AP,0.04,
7954,7977,7,LRL,0.05,
7955,7977,8.5,URL,0.1,
7956,7977,7,URL,0.06,
7957,7977,5,URL,0.02,
7958,7978,22,TL,0.07,15mmW
7959,7979,70,TL,0.24,2mmW
7960,7980,130,SL,16.79,
7961,7981,120,SL,8.55,
7962,7981,145,SC,11.5,
7963,7982,37,TL,0.62,
7964,7983,38.5,TL,0.66,
7965,7983,35.5,TL,0.41,
7966,7984,26,TL,0.37,
7967,7984,29,TL,0.3,
7968,7984,28,TL,0.33,
7969,7985,27,TL,0.2,
7970,7986,12,TL,0.2,
7971,7987,42,ML,10.4,
7972,7988,85,TL,0.46,3mmW
7973,7989,74,TL,22.07,33mmW
7974,7990,31,AP,0.07,
7975,7990,36,AP,0.1,
7976,7991,85.3,TL,0.13,
7977,7991,127.5,TL,0.15,
7978,7991,185.4,TL,0.16,
7979,7992,37.9,TL,0.78,
7980,7993,20,TL,0.48,
7981,7994,18,TL,0.28,
7982,7995,19.8,TL,0.22,
7983,7996,24.9,TL,0.33,
7984,7996,25.1,TL,0.31,
7985,7997,14.7,TL,0.28,
7986,7998,24,TL,0.36,
7987,7999,52,ML,0.18,
7988,8000,64.5,ML,12.03,
7989,8001,174.1,TL,0.28,
7990,8001,122.2,TL,0.14,
7991,8001,206.1,TL,0.36,
7992,8002,21,TL,0.16,
7993,8002,20,TL,0.45,
7994,8002,29,TL,0.61,
7995,8003,16.9,TL,0.32,
7996,8004,40,TL,0.77,
7997,8004,34.5,TL,0.52,
7998,8004,40.4,TL,0.89,
7999,8005,36.1,TL,0.65,
8000,8005,39.2,TL,0.8,
8001,8005,41,TL,0.97,
8002,8006,19.6,TL,0.26,
8003,8006,20.4,TL,0.37,
8004,8006,21.9,TL,0.51,
8005,8007,17.5,TL,0.25,
8006,8007,21.4,TL,0.32,
8007,8007,24.5,TL,0.41,
8008,8008,20.1,TL,0.24,
8009,8008,21,TL,0.35,
8010,8009,34,SL,2.16,
8011,8009,27,SL,1.3,
8012,8009,20.5,SL,0.36,
8013,8010,35,SL,2.36,
8014,8010,24,SL,0.8,
8015,8010,23,SL,0.61,
8016,8011,21,TL,0.42,
8017,8012,112.4,SL,26.41,
8018,8013,150.1,TL,0.15,
8019,8013,119,TL,0.13,
8020,8013,68,TL,0.11,
8021,8014,65,TL,0.24,
8022,8015,25,TL,0.13,
8023,8016,25,TL,0.48,
8024,8016,17,TL,0.28,
8025,8016,9,TL,0.09,
8026,8017,27,TL,0.75,
8027,8017,27,TL,0.74,
8028,8017,10,TL,0.1,
8029,8018,22,TL,0.5,
8030,8018,24,TL,0.52,
8031,8018,15,TL,0.32,
8032,8019,33.5,TL,0.2,
8033,8020,117,TL,0.35,
8034,8020,86.5,TL,0.15,
8035,8020,73,TL,0.13,
8036,8021,90,ML,54.47,
8037,8022,9.5,URL,0.19,
8038,8023,300,TL,0.18,2mmW
8039,8024,26,ML,2.89,
8040,8025,265,SL,41.55,
8041,8026,147,SL,8.57,
8042,8027,11,ML,0.39,
8043,8028,34.5,TL,0.56,
8044,8029,20,TL,0.35,
8045,8030,26.5,SL,0.77,
8046,8030,21.5,SL,0.46,
8047,8031,20,TL,0.21,
8048,8032,47,AP,0.53,
8049,8032,44,AP,0.43,
8050,8032,52,AP,0.75,
8051,8033,19.5,TL,0.23,
8052,8034,35,TL,1.31,15mmW
8053,8035,380,TL,0.01,
8061,8036,211,TL,0.19,
8062,8036,113,TL,0.23,
8063,8036,106,TL,0.15,
8064,8037,19.5,SL,0.4,
8065,8037,25.5,SL,0.4,
8066,8037,35.5,SL,2.36,
8067,8038,38,TL,0.74,
8068,8038,35,TL,0.58,
8069,8039,35,TL,0.46,
8070,8039,37.5,TL,0.64,
8071,8039,34.5,TL,0.45,
8072,8040,19.5,TL,0.35,
8073,8040,16,TL,0.22,
8074,8041,17,TL,0.37,
8075,8041,14.5,TL,0.29,
8076,8042,22,TL,0.22,
8077,8042,24.5,TL,0.31,
8078,8042,28,TL,0.29,
8079,8043,17,TL,0.12,
8080,8044,19.5,TL,0.28,
8081,8044,25,TL,0.63,
8082,8044,31,TL,0.91,
8083,8045,16,TL,0.31,
8084,8045,19,TL,0.4,
8085,8045,24,TL,0.7,
8086,8046,58,ML,5.55,
8087,8046,52,ML,5.01,
8088,8047,14,ML,0.71,
8089,8048,15,ML,0.31,saved for RY
8090,8049,228.5,TL,0.34,
8091,8049,200.5,TL,0.36,
8092,8049,134,TL,0.21,
8093,8050,235,SL,26.49,
8094,8050,176,SL,96.2,
8095,8051,32,ML,5.41,
8096,8052,49,SL,7.77,
8097,8053,26,TL,0.18,
8098,8054,26,TL,0.16,
8099,8054,20,TL,0.1,
8100,8055,73,SL,3.3,
8101,8056,39,SL,2.91,
8102,8057,25,TL,0.28,
8103,8057,25,TL,0.2,
8104,8058,149.5,TL,0.38,
8105,8058,59,TL,0.06,
8106,8058,98,AP,0.31,
8107,8059,150,AP,0.31,
